"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"1977"	"1977"	"Rubella"	"056"	17	219808632	0.0 (Unreliable)
	"1977"	"1977"	"St. Louis encephalitis"	"062.3"	3	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Viral encephalitis, unspecified"	"065"	195	219808632	0.1
	"1977"	"1977"	"Late effects of viral encephalitis"	"066"	15	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other arthropod-borne viral diseases"	"068.9"	5	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Infectious hepatitis"	"070"	508	219808632	0.2
	"1977"	"1977"	"Mumps"	"072"	5	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Coxsackie myocarditis"	"074.2"	6	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Infectious mononucleosis"	"075"	13	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Acute adenoviral follicular conjunctivitis"	"078.2"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Lymphocytic choriomeningitis"	"079.2"	8	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Cat-scratch disease"	"079.3"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Cytomegalic inclusion disease"	"079.5"	43	219808632	0.0
	"1977"	"1977"	"Other"	"079.8"	6	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Viral infection, unspecified"	"079.9"	386	219808632	0.2
	"1977"	"1977"	"Unspecified"	"081.9"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Spotted fevers"	"082.0"	43	219808632	0.0
	"1977"	"1977"	"Unspecified"	"083.9"	4	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Falicparum malaria (malignant tertian)"	"084.0"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Unspecified forms"	"084.9"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Visceral (Kala-azar)"	"085.0"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Without mention of organ involvement"	"086.9"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Juvenile neurosyphilis"	"090.4"	5	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Congenital syphilis, unspecified"	"090.9"	5	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Aneurysm of aorta, specified as syphilitic"	"093.0"	9	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other cardiovascular syphilis"	"093.9"	84	219808632	0.0
	"1977"	"1977"	"Tabes dorsalis"	"094.0"	13	219808632	0.0 (Unreliable)
	"1977"	"1977"	"General paresis"	"094.1"	16	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other syphilis of central nervous system"	"094.9"	47	219808632	0.0
	"1977"	"1977"	"Other forms of late syphilis, with symptoms"	"095"	4	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Late syphilis, unspecified"	"097.0"	7	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Syphilis, unspecified"	"097.9"	6	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Acute of genitourinary tract"	"098.0"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other and unspecified"	"099.9"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Leptospurosis icterohemorrhagica"	"100.0"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Unspecified"	"100.9"	6	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Of other and unspecified sites"	"110.9"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Moniliasis"	"112"	237	219808632	0.1
	"1977"	"1977"	"Actinomycosis"	"113"	12	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Coccidioidomycosis"	"114"	58	219808632	0.0
	"1977"	"1977"	"Histoplasmosis"	"115"	55	219808632	0.0
	"1977"	"1977"	"European"	"116.0"	134	219808632	0.1
	"1977"	"1977"	"North American"	"116.1"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other and unspecified"	"116.9"	24	219808632	0.0
	"1977"	"1977"	"Aspergillosis"	"117.3"	112	219808632	0.1
	"1977"	"1977"	"Maduromycosis"	"117.4"	3	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other"	"117.8"	18	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Unspecified"	"117.9"	60	219808632	0.0
	"1977"	"1977"	"Of liver"	"122.0"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Cysticercosis"	"123.1"	5	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Unspecified"	"126.9"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Ascariasis"	"127.0"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Strongyloidiasis"	"127.1"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Intestinal helminthiasis, unspecified"	"127.9"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Congenital active"	"130.1"	10	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Unspecified"	"130.9"	9	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other"	"133.9"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Sarcoidosis"	"135"	268	219808632	0.1
	"1977"	"1977"	"Other and unspecified infective and parasitic diseases"	"136"	291	219808632	0.1
	"1977"	"1977"	"Upper lip"	"140.0"	4	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Lower lip"	"140.1"	35	219808632	0.0
	"1977"	"1977"	"Both lips"	"140.2"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Lip unspecified"	"140.9"	122	219808632	0.1
	"1977"	"1977"	"Base of tongue"	"141.0"	206	219808632	0.1
	"1977"	"1977"	"Part unspecified"	"141.9"	1625	219808632	0.7
	"1977"	"1977"	"Parotid gland"	"142.0"	492	219808632	0.2
	"1977"	"1977"	"Other specified salivary gland"	"142.8"	83	219808632	0.0
	"1977"	"1977"	"Unspecified salivary gland"	"142.9"	83	219808632	0.0
	"1977"	"1977"	"Upper gum"	"143.0"	7	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Lower gum"	"143.1"	19	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Gum unspecified"	"143.9"	70	219808632	0.0
	"1977"	"1977"	"Malignant neoplasm of floor of mouth"	"144"	535	219808632	0.2
	"1977"	"1977"	"Buccal mucosa"	"145.0"	130	219808632	0.1
	"1977"	"1977"	"Palate (hard) (soft)"	"145.1"	360	219808632	0.2
	"1977"	"1977"	"Other specified parts"	"145.8"	8	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Part unspecified"	"145.9"	837	219808632	0.4
	"1977"	"1977"	"Tonsils"	"146.0"	758	219808632	0.3
	"1977"	"1977"	"Other specified parts"	"146.8"	26	219808632	0.0
	"1977"	"1977"	"Part unspecified"	"146.9"	334	219808632	0.2
	"1977"	"1977"	"Malignant neoplasm of nasopharynx"	"147"	622	219808632	0.3
	"1977"	"1977"	"Postcricoid region"	"148.0"	5	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Pyriform fossa"	"148.1"	248	219808632	0.1
	"1977"	"1977"	"Other specified parts"	"148.8"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Part unspecified"	"148.9"	420	219808632	0.2
	"1977"	"1977"	"Malignant neoplasm of pharynx, unspecified"	"149"	1422	219808632	0.6
	"1977"	"1977"	"Malignant neoplasm of esophagus"	"150"	7283	219808632	3.3
	"1977"	"1977"	"Cardia"	"151.0"	310	219808632	0.1
	"1977"	"1977"	"Pylorus"	"151.1"	19	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other specified parts"	"151.8"	81	219808632	0.0
	"1977"	"1977"	"Part unspecified"	"151.9"	14031	219808632	6.4
	"1977"	"1977"	"Duodenum"	"152.0"	234	219808632	0.1
	"1977"	"1977"	"Jejunum"	"152.1"	85	219808632	0.0
	"1977"	"1977"	"Ileum"	"152.2"	65	219808632	0.0
	"1977"	"1977"	"Part unspecified"	"152.9"	295	219808632	0.1
	"1977"	"1977"	"Cecum, appendix and ascending colon"	"153.0"	3726	219808632	1.7
	"1977"	"1977"	"Transverse colon, including hepatic and splenic flexures"	"153.1"	845	219808632	0.4
	"1977"	"1977"	"Descending colon"	"153.2"	750	219808632	0.3
	"1977"	"1977"	"Sigmoid colon"	"153.3"	3206	219808632	1.5
	"1977"	"1977"	"Large intestine (including colon), part unspecified"	"153.8"	32034	219808632	14.6
	"1977"	"1977"	"Intestinal tract, part unspecified"	"153.9"	1858	219808632	0.8
	"1977"	"1977"	"Rectosigmoid junction"	"154.0"	1338	219808632	0.6
	"1977"	"1977"	"Rectum"	"154.1"	7775	219808632	3.5
	"1977"	"1977"	"Anal canal"	"154.2"	60	219808632	0.0
	"1977"	"1977"	"Liver"	"155.0"	2409	219808632	1.1
	"1977"	"1977"	"Intrahepatic bile ducts"	"155.1"	360	219808632	0.2
	"1977"	"1977"	"Gallbladder"	"156.0"	2328	219808632	1.1
	"1977"	"1977"	"Extraheptic bile ducts"	"156.1"	1358	219808632	0.6
	"1977"	"1977"	"Ampulla of Vater"	"156.2"	281	219808632	0.1
	"1977"	"1977"	"Biliary tract, unspecified"	"156.9"	357	219808632	0.2
	"1977"	"1977"	"Head"	"157.0"	1615	219808632	0.7
	"1977"	"1977"	"Other specified parts"	"157.8"	293	219808632	0.1
	"1977"	"1977"	"Unspecified"	"157.9"	18557	219808632	8.4
	"1977"	"1977"	"Retroperitoneal tissue"	"158.0"	465	219808632	0.2
	"1977"	"1977"	"Other parts"	"158.9"	297	219808632	0.1
	"1977"	"1977"	"Malignant neoplasm of unspecified digestive organs"	"159"	636	219808632	0.3
	"1977"	"1977"	"Nose (internal) and nasal cavities"	"160.0"	139	219808632	0.1
	"1977"	"1977"	"Eustachian tube and middle ear"	"160.1"	15	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Maxiliary sinus"	"160.2"	272	219808632	0.1
	"1977"	"1977"	"Other sinus"	"160.8"	70	219808632	0.0
	"1977"	"1977"	"Unspecified sinus"	"160.9"	56	219808632	0.0
	"1977"	"1977"	"Glottis, true vocal cord"	"161.0"	62	219808632	0.0
	"1977"	"1977"	"Other specified parts"	"161.8"	173	219808632	0.1
	"1977"	"1977"	"Part unspecified"	"161.9"	3155	219808632	1.4
	"1977"	"1977"	"Trachea"	"162.0"	167	219808632	0.1
	"1977"	"1977"	"Bronchus and lung"	"162.1"	90343	219808632	41.1
	"1977"	"1977"	"Pleura"	"163.0"	325	219808632	0.1
	"1977"	"1977"	"Mediastinum"	"163.1"	266	219808632	0.1
	"1977"	"1977"	"Site unspecified"	"163.9"	139	219808632	0.1
	"1977"	"1977"	"Bones of skull and face"	"170.0"	267	219808632	0.1
	"1977"	"1977"	"Lower jaw bone"	"170.1"	169	219808632	0.1
	"1977"	"1977"	"Vertebral column (excluding sacrum and coccyx)"	"170.2"	187	219808632	0.1
	"1977"	"1977"	"Ribs, sternum, and clavicle"	"170.3"	54	219808632	0.0
	"1977"	"1977"	"Long bones of upper limb and scapula"	"170.4"	58	219808632	0.0
	"1977"	"1977"	"Upper limb, short bones"	"170.5"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Pelvic bones, sacrum, coccyx"	"170.6"	127	219808632	0.1
	"1977"	"1977"	"Lower limb, long bones"	"170.7"	154	219808632	0.1
	"1977"	"1977"	"Lower limb, short bones"	"170.8"	4	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Site unspecified"	"170.9"	700	219808632	0.3
	"1977"	"1977"	"Head, face, and neck"	"171.0"	29	219808632	0.0
	"1977"	"1977"	"Trunk"	"171.1"	265	219808632	0.1
	"1977"	"1977"	"Upper limb (including shoulder)"	"171.2"	38	219808632	0.0
	"1977"	"1977"	"Lower limb (including hip)"	"171.3"	183	219808632	0.1
	"1977"	"1977"	"Site unspecified"	"171.9"	1092	219808632	0.5
	"1977"	"1977"	"Lips"	"172.0"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Eyelids, including canthi"	"172.1"	3	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Ear and external auricular canal"	"172.2"	22	219808632	0.0
	"1977"	"1977"	"Other and unspecified parts of face"	"172.3"	79	219808632	0.0
	"1977"	"1977"	"Scalp and neck"	"172.4"	84	219808632	0.0
	"1977"	"1977"	"Scrotum"	"172.5"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Trunk, except scrotum"	"172.6"	250	219808632	0.1
	"1977"	"1977"	"Upper limb"	"172.7"	125	219808632	0.1
	"1977"	"1977"	"Lower limb"	"172.8"	214	219808632	0.1
	"1977"	"1977"	"Site unspecified"	"172.9"	3504	219808632	1.6
	"1977"	"1977"	"Lips"	"173.0"	11	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Eyelids, including canthi"	"173.1"	11	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Ear and external auricular canal"	"173.2"	93	219808632	0.0
	"1977"	"1977"	"Other and unspecified part of face"	"173.3"	506	219808632	0.2
	"1977"	"1977"	"Scalp and neck"	"173.4"	344	219808632	0.2
	"1977"	"1977"	"Scrotum"	"173.5"	14	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Trunk, except scrotum"	"173.6"	241	219808632	0.1
	"1977"	"1977"	"Upper limb"	"173.7"	46	219808632	0.0
	"1977"	"1977"	"Lower limb"	"173.8"	57	219808632	0.0
	"1977"	"1977"	"Site unspecified"	"173.9"	314	219808632	0.1
	"1977"	"1977"	"Malignant neoplasm of breast"	"174"	34762	219808632	15.8
	"1977"	"1977"	"Malignant neoplasm of cervix uteri"	"180"	5166	219808632	2.4
	"1977"	"1977"	"Chorionepithelioma"	"181"	34	219808632	0.0
	"1977"	"1977"	"Corpus uteri"	"182.0"	2718	219808632	1.2
	"1977"	"1977"	"Uterus, unspecified"	"182.9"	3024	219808632	1.4
	"1977"	"1977"	"Ovary"	"183.0"	10495	219808632	4.8
	"1977"	"1977"	"Fallopian tube and broad ligament"	"183.1"	156	219808632	0.1
	"1977"	"1977"	"Part unspecified"	"183.9"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Vagina"	"184.0"	365	219808632	0.2
	"1977"	"1977"	"Vulva"	"184.1"	530	219808632	0.2
	"1977"	"1977"	"Other specified sites"	"184.8"	3	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Site unspecified"	"184.9"	57	219808632	0.0
	"1977"	"1977"	"Malignant neoplasm of prostate"	"185"	20790	219808632	9.5
	"1977"	"1977"	"Malignant neoplasm of testis"	"186"	696	219808632	0.3
	"1977"	"1977"	"Penis"	"187.0"	202	219808632	0.1
	"1977"	"1977"	"Other specified sites"	"187.8"	12	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Site unspecified"	"187.9"	23	219808632	0.0
	"1977"	"1977"	"Malignant neoplasm of bladder"	"188"	9812	219808632	4.5
	"1977"	"1977"	"Kidney, except pelvis"	"189.0"	7001	219808632	3.2
	"1977"	"1977"	"Pelvis of kidney"	"189.1"	103	219808632	0.0
	"1977"	"1977"	"Ureter"	"189.2"	270	219808632	0.1
	"1977"	"1977"	"Other and unspecified"	"189.9"	196	219808632	0.1
	"1977"	"1977"	"Malignant neoplasm of eye"	"190"	310	219808632	0.1
	"1977"	"1977"	"Malignant neoplasm of brain"	"191"	7022	219808632	3.2
	"1977"	"1977"	"Cranial nerves (including optic)"	"192.0"	10	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Cerebral meninges"	"192.1"	44	219808632	0.0
	"1977"	"1977"	"Spinal cord"	"192.2"	100	219808632	0.0
	"1977"	"1977"	"Spinal meninges"	"192.3"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Peripheral nerves"	"192.4"	171	219808632	0.1
	"1977"	"1977"	"Sympathetic nervous system"	"192.5"	243	219808632	0.1
	"1977"	"1977"	"Site unspecified"	"192.9"	1793	219808632	0.8
	"1977"	"1977"	"Malignant neoplasm of thyroid gland"	"193"	1057	219808632	0.5
	"1977"	"1977"	"Suprarenal gland"	"194.0"	271	219808632	0.1
	"1977"	"1977"	"Parathyroid gland"	"194.1"	7	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Thymus"	"194.2"	83	219808632	0.0
	"1977"	"1977"	"Pituitary gland and craniopharyngeal duct"	"194.3"	34	219808632	0.0
	"1977"	"1977"	"Pineal gland"	"194.4"	14	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other"	"194.8"	16	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Unspecified endocrine gland"	"194.9"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Abdomen, intra-abdominal cancer"	"195.0"	1565	219808632	0.7
	"1977"	"1977"	"Pelvis, pelvic viscera, rectovaginal septum"	"195.1"	342	219808632	0.2
	"1977"	"1977"	"Other"	"195.9"	901	219808632	0.4
	"1977"	"1977"	"Head, face, and neck"	"196.0"	57	219808632	0.0
	"1977"	"1977"	"Intrathoracic"	"196.1"	11	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Intra-abdominal"	"196.2"	7	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Axillary and upper limb"	"196.3"	8	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Inguinal and lower limb"	"196.4"	19	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other specified sites"	"196.7"	5	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Multiple sites"	"196.8"	11	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Site unspecified"	"196.9"	66	219808632	0.0
	"1977"	"1977"	"Lung, specified as secondary"	"197.0"	914	219808632	0.4
	"1977"	"1977"	"Mediastinum, specified as secondary"	"197.1"	16	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Pleura, specified as secondary"	"197.2"	239	219808632	0.1
	"1977"	"1977"	"Other respiratory organs, specified as secondary"	"197.3"	32	219808632	0.0
	"1977"	"1977"	"Small intestine, including duodenum, specified as secondary"	"197.4"	8	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Large intestine and rectum, specified as secondary"	"197.5"	73	219808632	0.0
	"1977"	"1977"	"Peritoneum, specified as secondary"	"197.6"	117	219808632	0.1
	"1977"	"1977"	"Liver, specified as secondary"	"197.7"	2363	219808632	1.1
	"1977"	"1977"	"Liver, unspecified"	"197.8"	2526	219808632	1.1
	"1977"	"1977"	"Other digestive organs, specified as secondary"	"197.9"	60	219808632	0.0
	"1977"	"1977"	"Bladder specified as secondary"	"198.0"	11	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other urinary organs, specified as secondary"	"198.1"	10	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Skin, specified as secondary"	"198.2"	35	219808632	0.0
	"1977"	"1977"	"Brain, specified as secondary"	"198.3"	784	219808632	0.4
	"1977"	"1977"	"Other parts of nervous system, specified as secondary"	"198.4"	77	219808632	0.0
	"1977"	"1977"	"Bone, specified as secondary"	"198.5"	483	219808632	0.2
	"1977"	"1977"	"Other sites, specified as secondary"	"198.9"	712	219808632	0.3
	"1977"	"1977"	"Multiple"	"199.0"	13145	219808632	6.0
	"1977"	"1977"	"Other"	"199.1"	2252	219808632	1.0
	"1977"	"1977"	"Reticulum-cell sarcoma"	"200.0"	2438	219808632	1.1
	"1977"	"1977"	"Lymphosarcoma"	"200.1"	2958	219808632	1.3
	"1977"	"1977"	"Hodgkin's disease"	"201"	2286	219808632	1.0
	"1977"	"1977"	"Giant follicular lymphoma"	"202.0"	14	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Mycosis fungoides"	"202.1"	122	219808632	0.1
	"1977"	"1977"	"Other primary malignant neoplasms of lymphoid tissue"	"202.2"	5542	219808632	2.5
	"1977"	"1977"	"Other forms of lymphoma"	"202.9"	3	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Multiple myeloma"	"203"	5933	219808632	2.7
	"1977"	"1977"	"Acute"	"204.0"	1396	219808632	0.6
	"1977"	"1977"	"Chronic"	"204.1"	2573	219808632	1.2
	"1977"	"1977"	"Unspecified"	"204.9"	557	219808632	0.3
	"1977"	"1977"	"Acute"	"205.0"	4727	219808632	2.2
	"1977"	"1977"	"Chronic"	"205.1"	1875	219808632	0.9
	"1977"	"1977"	"Unspecified"	"205.9"	431	219808632	0.2
	"1977"	"1977"	"Acute"	"206.0"	282	219808632	0.1
	"1977"	"1977"	"Chronic"	"206.1"	13	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Unspecified"	"206.9"	122	219808632	0.1
	"1977"	"1977"	"Leukemia, acute"	"207.0"	1673	219808632	0.8
	"1977"	"1977"	"Leukemia, chronic"	"207.1"	132	219808632	0.1
	"1977"	"1977"	"Acute erythremia"	"207.2"	225	219808632	0.1
	"1977"	"1977"	"Leukemia, unspecified"	"207.9"	1323	219808632	0.6
	"1977"	"1977"	"Polycythemia vera"	"208"	514	219808632	0.2
	"1977"	"1977"	"Myelofibrosis"	"209"	1267	219808632	0.6
	"1977"	"1977"	"Tongue"	"210.1"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Salivary gland"	"210.2"	4	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other and unspecified parts of mouth"	"210.4"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Esophagus"	"211.0"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Stomach"	"211.1"	26	219808632	0.0
	"1977"	"1977"	"Small intestine"	"211.2"	19	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Large intestine, except rectum"	"211.3"	92	219808632	0.0
	"1977"	"1977"	"Rectum"	"211.4"	24	219808632	0.0
	"1977"	"1977"	"Liver and biliary passages"	"211.5"	22	219808632	0.0
	"1977"	"1977"	"Pancreas"	"211.6"	10	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Peritoneum and retroperitoneal tissue"	"211.7"	6	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Unspecified site"	"211.9"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Larynx"	"212.1"	5	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Trachea"	"212.2"	3	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Bronchus and lung"	"212.3"	77	219808632	0.0
	"1977"	"1977"	"Pleura"	"212.4"	3	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Mediastinum"	"212.5"	5	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Unspecified site"	"212.9"	10	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Exostosis"	"213.0"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other and unspecified"	"213.9"	6	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other and unspecified"	"214.9"	13	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other benign neoplasm of muscular and connective tissue"	"215"	34	219808632	0.0
	"1977"	"1977"	"Sweat glands and sweat ducts"	"216.2"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other"	"216.8"	24	219808632	0.0
	"1977"	"1977"	"Unspecified"	"216.9"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Benign neoplasm of breast"	"217"	3	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Uterine fibroma"	"218"	49	219808632	0.0
	"1977"	"1977"	"Papiloma, polyp"	"219.0"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Benign cyst"	"219.1"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other and unspecified"	"219.9"	3	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Teratoma (dermoid) not specified as malignant"	"220.0"	4	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Cystadenoma; benign ovarian cyst"	"220.1"	40	219808632	0.0
	"1977"	"1977"	"Fibroma"	"220.2"	3	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other and unspecified"	"220.9"	13	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Fallopian tube and broad ligament"	"221.0"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Vagina"	"221.1"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Vulva"	"221.2"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Unspecified site"	"221.9"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other specified sites"	"222.8"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Kidney, except pelvis"	"223.0"	6	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Bladder"	"223.3"	10	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Brain"	"225.0"	103	219808632	0.0
	"1977"	"1977"	"Cranial nerves (including optic)"	"225.1"	84	219808632	0.0
	"1977"	"1977"	"Cerebral meninges"	"225.2"	330	219808632	0.2
	"1977"	"1977"	"Spinal cord"	"225.3"	6	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Spinal meninges"	"225.4"	6	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Peripheral nerves"	"225.5"	28	219808632	0.0
	"1977"	"1977"	"Unspecified site"	"225.9"	242	219808632	0.1
	"1977"	"1977"	"Suprarenal gland"	"226.0"	14	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Thymus"	"226.1"	21	219808632	0.0
	"1977"	"1977"	"Pituitary gland and craniopharyngeal duct (pouch)"	"226.2"	167	219808632	0.1
	"1977"	"1977"	"Pineal gland"	"226.3"	14	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Carotid body"	"226.4"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Other specified endocrine glands"	"226.8"	9	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Unspecified site"	"226.9"	1	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Hemangioma (of skin)"	"227.0"	13	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Hemangioma of other sites"	"227.1"	17	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Lymphangioma"	"227.2"	57	219808632	0.0
	"1977"	"1977"	"Benign neoplasm of other and unspecified organs and tissues"	"228"	160	219808632	0.1
	"1977"	"1977"	"Esophagus"	"230.0"	11	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Stomach"	"230.1"	39	219808632	0.0
	"1977"	"1977"	"Small intestine"	"230.2"	8	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Large intestine, excluding rectum"	"230.3"	52	219808632	0.0
	"1977"	"1977"	"Rectum"	"230.4"	10	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Liver and biliary passages"	"230.5"	75	219808632	0.0
	"1977"	"1977"	"Pancreas"	"230.6"	44	219808632	0.0
	"1977"	"1977"	"Peritoneum"	"230.7"	20	219808632	0.0
	"1977"	"1977"	"Unspecified site"	"230.9"	30	219808632	0.0
	"1977"	"1977"	"Nose, nasal cavities, middle ear, and accessory sinuses"	"231.0"	4	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Larynx"	"231.1"	3	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Trachea"	"231.2"	4	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Bronchus and lung"	"231.3"	271	219808632	0.1
	"1977"	"1977"	"Pleura"	"231.4"	2	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Mediastinum"	"231.5"	65	219808632	0.0
	"1977"	"1977"	"Unspecified site"	"231.9"	12	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Bone and cartilage"	"232.0"	12	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Muscular and connective tissue"	"232.1"	12	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Skin"	"232.2"	3	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Neoplasm of unspecified nature of breast"	"233"	5	219808632	0.0 (Unreliable)
	"1977"	"1977"	"Carcinoma in situ of cervix uteri"	"234.0"	2	219808632	0.0 (Unreliable)
